clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1527320142,25546256,27739824,5,215,5467,2.7100,1.1700,1.8800,10008,17.3257,0.0000,0.0000,0.0000,22.1496,0.0000,10.5351,49.8073,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0361,79680208896,6777548800,408983552,87.2071,494512128,59996160,91.0360,79680208896,6777569280,68831477760,91.0361,79680208896,6777528320,68831490048,91.0361,79680208896,6777520128,7490236416,8371621888,1,0,0,0
1527320147,25452552,27680584,4,215,5462,2.6500,1.1700,1.8800,10026,17.1433,0.0000,0.0000,0.0000,22.1274,0.0000,10.5307,50.0502,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0360,79680208896,6777606144,408983552,87.2071,494512128,59996160,91.0359,79680208896,6777634816,68831412224,91.0360,79680208896,6777597952,68831424512,91.0360,79680208896,6777585664,7490711552,8371621888,1,0,0,0
1527320152,25486840,27648544,2,215,5526,2.6000,1.1800,1.8900,10135,17.1429,0.0000,0.0000,0.0000,22.1591,0.0000,10.5202,50.1337,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0359,79680208896,6777675776,408983552,87.2071,494512128,59996160,91.0359,79680208896,6777704448,68831350784,91.0359,79680208896,6777659392,68831363072,91.0359,79680208896,6777647104,7491305472,8371621888,1,0,0,0
1527320157,25216448,27571288,2,215,5464,2.6300,1.1900,1.9000,9779,17.1619,0.0000,0.0000,0.0000,22.2334,0.0000,10.4358,50.1753,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0358,79680208896,6777737216,408983552,87.2071,494512128,59996160,91.0358,79680208896,6777753600,68831285248,91.0358,79680208896,6777724928,68831293440,91.0358,79680208896,6777716736,7491452928,8371621888,1,0,0,0
1527320162,25471504,27464464,2,215,5363,2.7400,1.2000,1.9400,10092,17.0752,0.0000,0.0000,0.0000,22.1018,0.0000,10.6028,50.0334,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0357,79680208896,6777794560,408983552,87.2071,494512128,59996160,91.0357,79680208896,6777819136,68831227904,91.0357,79680208896,6777782272,68831244288,91.0358,79680208896,6777765888,7491346432,8371621888,1,0,0,0
1527320167,24544488,28013928,3,215,5474,2.6800,1.2100,1.9400,9622,17.0976,0.0000,0.0167,0.0000,22.1054,0.0000,10.5755,50.3170,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0357,79680208896,6777851904,408983552,87.2071,494512128,59996160,91.0356,79680208896,6777880576,68831170560,91.0357,79680208896,6777839616,68831178752,91.0357,79680208896,6777831424,7491342336,8371621888,1,0,0,0
1527320172,26868480,28702928,4,215,5494,2.7100,1.2200,1.9600,10060,17.1758,0.0000,0.0167,0.0000,22.1926,0.0000,10.4587,50.1921,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0356,79680208896,6777913344,408983552,87.2071,494512128,59996160,91.0355,79680208896,6777937920,68831117312,91.0356,79680208896,6777892864,68831129600,91.0356,79680208896,6777880576,7491796992,8371621888,1,0,0,0
1527320177,25378848,27590704,2,215,5440,3.1300,1.2500,2.0600,10093,16.9534,0.0000,0.0167,0.0000,22.4691,0.0000,10.3586,50.1085,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0355,79680208896,6777974784,408983552,87.2071,494512128,59996160,91.0355,79680208896,6777991168,68831043584,91.0355,79680208896,6777966592,68831064064,91.0355,79680208896,6777946112,7490412544,8371621888,1,0,0,0
1527320182,25462616,27870512,3,215,5457,3.1200,1.2600,2.0800,9950,16.8474,0.0000,0.0167,0.0167,22.5209,0.0000,10.3172,50.1753,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0354,79680208896,6778036224,408983552,87.2071,494512128,59996160,91.0354,79680208896,6778060800,68830998528,91.0354,79680208896,6778011648,68831006720,91.0355,79680208896,6778003456,7490609152,8371621888,1,0,0,0
1527320187,25410960,27604208,3,215,5459,3.2700,1.2900,2.1200,9912,16.7027,0.0000,0.0167,0.0167,22.9181,0.0000,10.3167,50.0500,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0353,79680208896,6778093568,408983552,87.2071,494512128,59996160,91.0353,79680208896,6778122240,68830928896,91.0354,79680208896,6778081280,68830937088,91.0354,79680208896,6778073088,7490662400,8371621888,1,0,0,0
