clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],normal,cpu,mem,io
1527320084,5286112,4427480,3,231,3330,0.1700,0.1400,0.2000,6260,72.4421,0.0000,0.2182,0.0000,7.4211,0.0000,5.8241,14.0628,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0414,79680208896,6773534720,408983552,87.2071,494512128,59996160,91.0417,79680208896,6773297152,68835553280,91.0415,79680208896,6773460992,68835631104,91.0416,79680208896,6773379072,7594848256,8371621888,1,0,0,0
1527320089,5208912,4432904,4,231,3444,0.1700,0.1400,0.1900,5767,72.4815,0.0000,0.2183,0.0000,7.5928,0.0000,5.8428,13.9402,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0409,79680208896,6773866496,408983552,87.2071,494512128,59996160,91.0413,79680208896,6773612544,68835233792,91.0410,79680208896,6773780480,68835307520,91.0411,79680208896,6773698560,7594901504,8371621888,1,0,0,0
1527320094,5344648,4457320,2,231,3311,0.1600,0.1400,0.1900,6204,72.4022,0.0000,0.2016,0.0000,7.6071,0.0000,5.8448,13.8441,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0404,79680208896,6774259712,408983552,87.2071,494512128,59996160,91.0407,79680208896,6774030336,68834836480,91.0405,79680208896,6774177792,68834922496,91.0406,79680208896,6774087680,7594528768,8371621888,1,0,0,0
1527320099,5233944,4424888,2,231,3396,0.1500,0.1400,0.1900,5691,72.5151,0.0000,0.1847,0.0000,7.5656,0.0000,5.8557,13.8348,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0399,79680208896,6774644736,408983552,87.2071,494512128,59996160,91.0402,79680208896,6774403072,68834447360,91.0400,79680208896,6774566912,68834533376,91.0401,79680208896,6774476800,7594790912,8371621888,1,0,0,0
1527320104,5311296,4463408,2,233,3293,0.1300,0.1300,0.1800,6046,72.5853,0.0000,0.2015,0.0000,7.5554,0.0000,5.8438,13.7051,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0394,79680208896,6775037952,408983552,87.2071,494512128,59996160,91.0397,79680208896,6774804480,68834050048,91.0395,79680208896,6774964224,68834131968,91.0396,79680208896,6774878208,7594422272,8371621888,1,0,0,0
1527320109,5227872,4836408,2,231,3331,0.1200,0.1300,0.1800,5645,72.8737,0.0000,0.2014,0.0000,7.3999,0.0000,5.8122,13.4799,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0389,79680208896,6775418880,408983552,87.2071,494512128,59996160,91.0392,79680208896,6775177216,68833677312,91.0390,79680208896,6775328768,68833763328,91.0391,79680208896,6775246848,7594147840,8371621888,1,0,0,0
1527320114,5407104,4549616,2,231,3536,0.1100,0.1300,0.1900,6352,73.1675,0.0000,0.2015,0.0000,7.4479,0.0000,5.7666,13.5013,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0383,79680208896,6775820288,408983552,87.2071,494512128,59996160,91.0387,79680208896,6775582720,68833263616,91.0384,79680208896,6775746560,68833349632,91.0386,79680208896,6775660544,7593857024,8371621888,1,0,0,0
1527320119,5208368,4386408,2,231,3409,0.1800,0.1400,0.1900,5758,73.1383,0.0000,0.2352,0.0000,7.4336,0.0000,5.8319,13.5394,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0378,79680208896,6776205312,408983552,87.2071,494512128,59996160,91.0381,79680208896,6775984128,68832878592,91.0379,79680208896,6776131584,68832952320,91.0380,79680208896,6776057856,7593971712,8371621888,1,0,0,0
1527320124,5304352,4467200,3,231,3330,0.1700,0.1400,0.1900,6173,73.0057,0.0000,0.3027,0.0168,7.5411,0.0000,5.7349,13.4712,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0373,79680208896,6776610816,408983552,87.2071,494512128,59996160,91.0376,79680208896,6776377344,68832481280,91.0374,79680208896,6776524800,68832559104,91.0375,79680208896,6776451072,7593979904,8371621888,1,0,0,0
1527320129,5294752,4435408,3,231,3357,0.1600,0.1400,0.1800,5723,72.8677,0.0000,0.3191,0.0168,7.5231,0.0000,5.7224,13.5348,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0368,79680208896,6777012224,408983552,87.2071,494512128,59996160,91.0371,79680208896,6776770560,68832075776,91.0369,79680208896,6776934400,68832153600,91.0370,79680208896,6776856576,7593992192,8371621888,1,0,0,0
1527320134,5321072,4483672,2,231,3270,0.1400,0.1300,0.1800,6415,72.8631,0.0000,0.3187,0.0168,7.6472,0.0000,5.7679,13.6867,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0363,79680208896,6777331712,408983552,87.2071,494512128,59996160,91.0367,79680208896,6777098240,68831756288,91.0364,79680208896,6777253888,68831834112,91.0366,79680208896,6777176064,7593668608,8371621888,1,0,0,0
1527320139,5160344,4373888,2,231,3406,0.1300,0.1300,0.1800,5837,72.6572,0.0000,0.3183,0.0167,7.7528,0.0000,5.6506,13.7018,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0358,79680208896,6777724928,408983552,87.2071,494512128,59996160,91.0361,79680208896,6777491456,68831358976,91.0359,79680208896,6777651200,68831440896,91.0360,79680208896,6777569280,7593795584,8371621888,1,0,0,0
1527320144,5332088,4432992,2,232,3256,0.1200,0.1300,0.1700,6190,72.6695,0.0000,0.3179,0.0167,8.0013,0.0000,5.6263,13.4705,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0353,79680208896,6778122240,408983552,87.2071,494512128,59996160,91.0356,79680208896,6777880576,68830965760,91.0354,79680208896,6778044416,68831047680,91.0355,79680208896,6777962496,7593246720,8371621888,1,0,0,0
1527320149,5263496,4480664,3,231,3431,0.1100,0.1300,0.1700,5828,72.6922,0.0000,0.3852,0.0168,7.8780,0.0000,5.6793,13.4148,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0348,79680208896,6778523648,408983552,87.2071,494512128,59996160,91.0351,79680208896,6778286080,68830572544,91.0349,79680208896,6778437632,68830650368,91.0350,79680208896,6778359808,7593398272,8371621888,1,0,0,0
1527320154,5294280,4416904,4,231,3271,0.1000,0.1300,0.1700,6121,72.9268,0.0000,0.4190,0.0168,7.8059,0.0000,5.6430,13.1892,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0342,79680208896,6778916864,408983552,87.2071,494512128,59996160,91.0346,79680208896,6778675200,68830175232,91.0344,79680208896,6778834944,68830253056,91.0345,79680208896,6778761216,7593402368,8371621888,1,0,0,0
1527320159,5211840,4396448,2,231,3411,0.0900,0.1300,0.1600,5740,73.1002,0.0000,0.4532,0.0168,7.8642,0.0000,5.5948,13.0435,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0337,79680208896,6779314176,408983552,87.2071,494512128,59996160,91.0340,79680208896,6779076608,68829777920,91.0338,79680208896,6779232256,68829859840,91.0339,79680208896,6779150336,7593390080,8371621888,1,0,0,0
1527320164,5322928,4481552,2,231,3324,0.0800,0.1300,0.1600,6175,72.9748,0.0000,0.4696,0.0168,7.9966,0.0000,5.5220,13.2148,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0332,79680208896,6779703296,408983552,87.2071,494512128,59996160,91.0335,79680208896,6779469824,68829384704,91.0333,79680208896,6779625472,68829470720,91.0334,79680208896,6779543552,7593017344,8371621888,1,0,0,0
1527320169,5362760,4935408,3,231,3317,0.0800,0.1300,0.1600,5727,72.6938,0.0000,0.4689,0.0168,8.1018,0.0000,5.5583,13.2306,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,91.0327,79680208896,6780092416,408983552,87.2071,494512128,59996160,91.0330,79680208896,6779826176,68829003776,91.0328,79680208896,6780010496,68829093888,91.0329,79680208896,6779920384,7592747008,8371621888,1,0,0,0
