clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],sla level
1527832702,105232,79240,3,202,656,0.0400,12.5400,2.0900,1512,96.3892,0.0000,0.3844,0.0000,0.2173,0.0000,1.3039,1.6547,4098486272,95.4254,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2257,79680208896,7390257152,408983552,87.2071,494512128,59996160,90.2257,79680208896,7390248960,68218753024,90.2257,79680208896,7390236672,68218753024,90.2257,79680208896,7390257152,8023715840,8371621888,1973920,1641520,4,237,1587,1.0200,6.4200,0.9700,3443,0.0000,0.0000,0.0000,0.0000,3.4655,0.0000,2.9823,93.6167,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7892,79680208896,6964174848,408983552,87.2071,494512128,59996160,90.7892,79680208896,6964224000,68644855808,90.7893,79680208896,6964154368,68644872192,90.7893,79680208896,6964137984,7584006144,8371621888,2883384,3538200,4,215,2455,0.2900,1.5200,0.8200,4337,79.4403,0.0000,0.2512,0.0000,5.1132,0.0000,3.0470,12.2425,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831243264,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831251456,68777771008,90.9650,79680208896,6831239168,68777758720,90.9650,79680208896,6831251456,7107629056,8371621888,2
1527832707,61568,47792,2,202,708,0.0400,12.4800,2.0500,1755,96.5223,0.0000,0.3177,0.0000,0.2007,0.0000,1.2544,1.6720,4098486272,95.4255,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2257,79680208896,7390273536,408983552,87.2071,494512128,59996160,90.2257,79680208896,7390265344,68218744832,90.2257,79680208896,7390257152,68218744832,90.2257,79680208896,7390265344,8023572480,8371621888,1911776,1605512,3,237,1663,1.0200,6.4000,0.9700,3736,0.0000,0.0000,0.0000,0.0000,3.2995,0.0000,2.9657,93.6677,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7891,79680208896,6964289536,408983552,87.2071,494512128,59996160,90.7890,79680208896,6964330496,68644741120,90.7891,79680208896,6964269056,68644769792,90.7891,79680208896,6964240384,7584047104,8371621888,2836712,3601368,3,215,2443,0.3500,1.5200,0.8200,4245,79.2175,0.0000,0.2678,0.0167,4.8862,0.0000,3.0905,12.4184,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831255552,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831267840,68777754624,90.9650,79680208896,6831255552,68777742336,90.9650,79680208896,6831267840,7107665920,8371621888,2
1527832712,110528,67648,2,202,673,0.0300,12.4100,2.0200,1611,96.5212,0.0000,0.3512,0.0000,0.1840,0.0000,1.2546,1.6722,4098486272,95.4255,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2257,79680208896,7390281728,408983552,87.2071,494512128,59996160,90.2257,79680208896,7390273536,68218728448,90.2257,79680208896,7390265344,68218736640,90.2257,79680208896,7390273536,8023629824,8371621888,1978296,1619088,3,237,1607,1.0200,6.3700,0.9700,3569,0.0000,0.0000,0.0000,0.0000,3.2995,0.0000,2.9500,93.7667,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7890,79680208896,6964375552,408983552,87.2071,494512128,59996160,90.7889,79680208896,6964412416,68644655104,90.7890,79680208896,6964355072,68644679680,90.7890,79680208896,6964330496,7584088064,8371621888,2904928,3556088,2,215,2484,0.3200,1.5100,0.8100,3941,79.1437,0.0000,0.2506,0.0167,4.9339,0.0000,3.0399,12.4958,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831267840,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831276032,68777742336,90.9650,79680208896,6831267840,68777734144,90.9650,79680208896,6831276032,7107620864,8371621888,2
1527832717,55208,73800,2,202,701,0.0300,12.3400,1.9900,1759,96.4883,0.0000,0.3678,0.0167,0.1839,0.0000,1.3041,1.6887,4098490368,95.4255,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390289920,408983552,87.2071,494512128,59996160,90.2257,79680208896,7390281728,68218720256,90.2256,79680208896,7390281728,68218728448,90.2257,79680208896,7390281728,8023773184,8371621888,1929896,1639312,4,237,1632,1.0100,6.3400,0.9900,3647,0.0000,0.0000,0.0000,0.0000,3.2328,0.0000,3.0328,93.6344,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7888,79680208896,6964477952,408983552,87.2071,494512128,59996160,90.7888,79680208896,6964523008,68644552704,90.7889,79680208896,6964457472,68644569088,90.7889,79680208896,6964441088,7584186368,8371621888,2840240,3581760,2,215,2387,0.2900,1.5000,0.7900,4346,78.9298,0.0000,0.2335,0.0167,5.1483,0.0000,2.9828,12.6584,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831276032,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831284224,68777734144,90.9650,79680208896,6831276032,68777725952,90.9650,79680208896,6831284224,7107563520,8371621888,2
1527832722,110520,58184,2,202,632,0.0300,12.2700,1.9500,1547,96.5881,0.0000,0.3678,0.0167,0.1673,0.0000,1.2709,1.6717,4098490368,95.4255,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390298112,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390289920,68218712064,90.2256,79680208896,7390289920,68218712064,90.2256,79680208896,7390298112,8023662592,8371621888,1944608,1612696,3,237,1551,1.0900,6.3100,0.9900,3546,0.0000,0.0000,0.0000,0.0000,3.1828,0.0000,2.9495,93.9010,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7887,79680208896,6964588544,408983552,87.2071,494512128,59996160,90.7886,79680208896,6964625408,68644450304,90.7887,79680208896,6964559872,68644466688,90.7887,79680208896,6964543488,7583965184,8371621888,2881488,3558776,2,215,2448,0.2700,1.4900,0.7800,3917,79.1381,0.0000,0.2502,0.0167,5.0318,0.0000,2.8591,12.6606,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831292416,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831292416,68777717760,90.9650,79680208896,6831292416,68777709568,90.9650,79680208896,6831300608,7107678208,8371621888,2
1527832727,62200,527296,2,202,723,0.0200,12.2100,1.9200,1697,96.5056,0.0000,0.3680,0.0167,0.1673,0.0000,1.2883,1.6226,4098490368,95.4255,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390314496,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390306304,68218703872,90.2256,79680208896,7390298112,68218703872,90.2256,79680208896,7390306304,8023683072,8371621888,1924720,1605416,3,237,1623,1.0800,6.2800,0.9900,3583,0.0000,0.0000,0.0000,0.0000,3.1995,0.0000,2.9167,93.8010,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7885,79680208896,6964695040,408983552,87.2071,494512128,59996160,90.7885,79680208896,6964731904,68644335616,90.7886,79680208896,6964674560,68644356096,90.7886,79680208896,6964654080,7584018432,8371621888,2834840,3556192,5,215,2418,0.2500,1.4900,0.7700,4274,79.2677,0.0000,0.2508,0.0167,4.9323,0.0000,2.8753,12.6567,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9650,79680208896,6831300608,408983552,87.2071,494512128,59996160,90.9650,79680208896,6831308800,68777709568,90.9650,79680208896,6831300608,68777701376,90.9650,79680208896,6831308800,7107555328,8371621888,2
1527832732,104408,92216,5,202,715,0.0200,12.1400,1.8900,1788,96.4202,0.0000,0.3680,0.0167,0.1840,0.0000,1.3046,1.6226,4098490368,95.4257,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390322688,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390314496,68218695680,90.2256,79680208896,7390306304,68218695680,90.2256,79680208896,7390314496,8023863296,8371621888,1952264,1641440,6,237,1566,1.0800,6.2600,0.9900,3502,0.0000,0.0000,0.0000,0.0000,3.1995,0.0000,2.9662,93.8354,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7884,79680208896,6964797440,408983552,87.2071,494512128,59996160,90.7883,79680208896,6964842496,68644233216,90.7884,79680208896,6964776960,68644253696,90.7885,79680208896,6964756480,7583985664,8371621888,2885656,3589752,3,215,2404,0.3100,1.4800,0.7700,4363,79.4945,0.0000,0.2508,0.0167,4.8025,0.0000,2.8801,12.5920,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831312896,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831325184,68777701376,90.9650,79680208896,6831308800,68777684992,90.9649,79680208896,6831325184,7107600384,8371621888,2
1527832737,56896,50024,4,202,678,0.0200,12.0800,1.8600,1748,96.3868,0.0000,0.3680,0.0167,0.1673,0.0000,1.2381,1.7397,4098498560,95.4258,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390334976,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390322688,68218687488,90.2256,79680208896,7390314496,68218687488,90.2256,79680208896,7390322688,8023842816,8371621888,1927088,1615920,6,237,1653,1.0700,6.2300,0.9900,3702,0.0000,0.0000,0.0000,0.0000,3.2489,0.0000,3.0333,93.7864,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7883,79680208896,6964908032,408983552,87.2071,494512128,59996160,90.7882,79680208896,6964944896,68644122624,90.7883,79680208896,6964887552,68644151296,90.7883,79680208896,6964858880,7583866880,8371621888,2833968,3554240,2,215,2437,0.2800,1.4700,0.7600,4103,79.4477,0.0000,0.2511,0.0168,4.7850,0.0000,2.9441,12.5209,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831325184,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831333376,68777684992,90.9649,79680208896,6831325184,68777652224,90.9649,79680208896,6831357952,7107457024,8371621888,2
1527832742,129472,66128,4,202,688,0.0200,12.0100,1.8300,1773,96.4704,0.0000,0.3346,0.0167,0.1672,0.0000,1.2544,1.7902,4098502656,95.4258,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390347264,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390334976,68218667008,90.2256,79680208896,7390322688,68218675200,90.2256,79680208896,7390334976,8023609344,8371621888,1957656,1614744,3,237,1580,1.0700,6.2000,1.0100,3480,0.0000,0.0000,0.0000,0.0000,3.1490,0.0000,3.0995,93.7344,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7881,79680208896,6965006336,408983552,87.2071,494512128,59996160,90.7881,79680208896,6965055488,68644020224,90.7881,79680208896,6964989952,68644040704,90.7882,79680208896,6964969472,7583961088,8371621888,2897496,3570312,5,215,2530,0.2600,1.4600,0.7400,3996,79.1715,0.0000,0.2672,0.0167,4.8263,0.0000,2.9893,12.5585,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831341568,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831341568,68777668608,90.9649,79680208896,6831341568,68777660416,90.9649,79680208896,6831349760,7107633152,8371621888,2
1527832747,63680,77424,3,202,735,0.0200,11.9500,1.7900,1744,96.4692,0.0000,0.3347,0.0167,0.1506,0.0000,1.2718,1.7403,4098502656,95.4258,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390355456,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390347264,68218654720,90.2256,79680208896,7390343168,68218662912,90.2256,79680208896,7390347264,8023629824,8371621888,1946320,2131328,4,237,1704,1.2900,6.1800,1.0400,3908,0.0000,0.0000,0.0000,0.0000,3.0495,0.0000,3.1323,93.7344,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7880,79680208896,6965116928,408983552,87.2071,494512128,59996160,90.7879,79680208896,6965157888,68643909632,90.7880,79680208896,6965100544,68643938304,90.7880,79680208896,6965071872,7583780864,8371621888,2838712,4073168,5,215,2425,0.2400,1.4500,0.7300,4293,79.0554,0.0000,0.3337,0.0167,4.8398,0.0000,3.0333,12.7148,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831349760,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831357952,68777660416,90.9649,79680208896,6831349760,68777652224,90.9649,79680208896,6831357952,7107645440,8371621888,2
1527832752,106528,56448,2,202,678,0.0200,11.8800,1.7600,1784,96.4525,0.0000,0.3682,0.0167,0.1338,0.0000,1.2711,1.7741,4098502656,95.4258,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2256,79680208896,7390363648,408983552,87.2071,494512128,59996160,90.2256,79680208896,7390355456,68218646528,90.2256,79680208896,7390355456,68218646528,90.2256,79680208896,7390363648,8023519232,8371621888,1931264,1609144,4,237,1554,1.2700,6.1600,1.0400,3530,0.0000,0.0000,0.0000,0.0000,3.0495,0.0000,3.1495,93.7677,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7878,79680208896,6965223424,408983552,87.2071,494512128,59996160,90.7878,79680208896,6965272576,68643803136,90.7879,79680208896,6965202944,68643831808,90.7879,79680208896,6965178368,7583789056,8371621888,2889440,3566520,2,215,2513,0.2200,1.4500,0.7200,4492,78.9298,0.0000,0.3501,0.0167,4.8040,0.0000,3.1688,12.8043,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831366144,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831366144,68777644032,90.9649,79680208896,6831366144,68777644032,90.9649,79680208896,6831366144,7107788800,8371621888,2
1527832757,60736,49408,2,202,718,0.0100,11.8200,1.7400,1773,96.5344,0.0000,0.3681,0.0167,0.1172,0.0000,1.2728,1.7905,4098502656,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390371840,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390371840,68218638336,90.2255,79680208896,7390363648,68218638336,90.2255,79680208896,7390371840,8023535616,8371621888,1939168,1606344,5,237,1755,1.2500,6.1300,1.0400,3802,0.0000,0.0000,0.0000,0.0000,3.0328,0.0000,3.0833,93.8844,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7877,79680208896,6965329920,408983552,87.2071,494512128,59996160,90.7877,79680208896,6965350400,68643700736,90.7877,79680208896,6965309440,68643717120,90.7877,79680208896,6965293056,7583354880,8371621888,2837072,3558576,2,215,2426,0.2000,1.4400,0.7100,3951,78.9570,0.0000,0.3503,0.0333,4.8317,0.0000,3.1839,12.6772,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831374336,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831374336,68777644032,90.9649,79680208896,6831366144,68777623552,90.9649,79680208896,6831386624,7107665920,8371621888,2
1527832762,107216,82296,2,202,673,0.0100,11.7500,1.7100,1637,96.5846,0.0000,0.3349,0.0167,0.1005,0.0000,1.3059,1.6745,4098502656,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390380032,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390380032,68218630144,90.2255,79680208896,7390371840,68218630144,90.2255,79680208896,7390380032,8023552000,8371621888,1985408,1658792,3,237,1552,1.2500,6.1000,1.0400,3625,0.0000,0.0000,0.0000,0.0167,2.9333,0.0000,3.1323,93.9020,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7876,79680208896,6965420032,408983552,87.2071,494512128,59996160,90.7875,79680208896,6965456896,68643614720,90.7876,79680208896,6965395456,68643635200,90.7876,79680208896,6965374976,7583469568,8371621888,2901368,3612760,3,215,2438,0.1900,1.4300,0.6900,4209,78.9307,0.0000,0.3501,0.0333,4.7635,0.0000,3.1828,12.6209,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9649,79680208896,6831386624,408983552,87.2071,494512128,59996160,90.9649,79680208896,6831386624,68777623552,90.9649,79680208896,6831386624,68777611264,90.9648,79680208896,6831398912,7107555328,8371621888,2
1527832767,59152,51800,2,202,728,0.0100,11.6900,1.6800,1788,96.5356,0.0000,0.3348,0.0167,0.1171,0.0000,1.3554,1.6907,4098506752,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390396416,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390388224,68218613760,90.2255,79680208896,7390380032,68218621952,90.2255,79680208896,7390388224,8023388160,8371621888,1925640,1598632,3,237,1700,1.2200,6.0800,1.0400,3793,0.0000,0.0000,0.0000,0.0167,2.8995,0.0000,3.0995,93.9177,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7874,79680208896,6965522432,408983552,87.2071,494512128,59996160,90.7874,79680208896,6965559296,68643504128,90.7875,79680208896,6965506048,68643524608,90.7875,79680208896,6965485568,7583449088,8371621888,2844000,3536352,2,215,2414,0.1700,1.4300,0.6800,4004,79.0868,0.0000,0.3500,0.0167,4.8325,0.0000,3.2199,12.5667,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9648,79680208896,6831403008,408983552,87.2071,494512128,59996160,90.9648,79680208896,6831411200,68777607168,90.9648,79680208896,6831403008,68777598976,90.9648,79680208896,6831411200,7107506176,8371621888,2
1527832772,108000,58408,2,202,622,0.0100,11.6300,1.6500,1566,96.5356,0.0000,0.3347,0.0167,0.1339,0.0000,1.3389,1.6402,4098506752,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390404608,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390396416,68218605568,90.2255,79680208896,7390396416,68218605568,90.2255,79680208896,7390404608,8023588864,8371621888,1954224,1611320,3,237,1534,1.2100,6.0500,1.0400,3587,0.0000,0.0000,0.0000,0.0167,2.9152,0.0000,3.0990,93.9853,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7873,79680208896,6965624832,408983552,87.2071,494512128,59996160,90.7872,79680208896,6965673984,68643405824,90.7873,79680208896,6965608448,68643422208,90.7874,79680208896,6965587968,7583174656,8371621888,2890056,3560176,2,215,2417,0.3200,1.4300,0.7000,4140,79.2459,0.0000,0.3502,0.0167,4.8349,0.0000,3.2522,12.3416,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9648,79680208896,6831419392,408983552,87.2071,494512128,59996160,90.9648,79680208896,6831419392,68777598976,90.9648,79680208896,6831411200,68777590784,90.9648,79680208896,6831419392,7107481600,8371621888,2
1527832777,57408,75400,3,202,702,0.0900,11.5700,1.6400,1735,96.5027,0.0000,0.3179,0.0000,0.1339,0.0000,1.3554,1.6566,4098506752,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390425088,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390416896,68218593280,90.2255,79680208896,7390404608,68218593280,90.2255,79680208896,7390416896,8023478272,8371621888,1929672,1637752,5,237,1633,1.1900,6.0200,1.0600,3541,0.0000,0.0000,0.0000,0.0167,2.8495,0.0000,3.0823,94.0353,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7872,79680208896,6965735424,408983552,87.2071,494512128,59996160,90.7871,79680208896,6965780480,68643295232,90.7872,79680208896,6965714944,68643315712,90.7872,79680208896,6965694464,7583399936,8371621888,2838568,3573544,4,219,2425,0.2900,1.4200,0.6900,4351,78.9667,0.0000,0.4171,0.0167,4.8724,0.0000,3.3622,12.3290,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9648,79680208896,6831427584,408983552,87.2071,494512128,59996160,90.9648,79680208896,6831427584,68777590784,90.9648,79680208896,6831419392,68777578496,90.9648,79680208896,6831431680,7107493888,8371621888,2
1527832782,107984,57776,2,202,624,0.0800,11.5400,1.6100,1513,96.5188,0.0000,0.3180,0.0000,0.1506,0.0000,1.3556,1.6234,4098506752,95.4259,4294963200,95.4806,99.7583,95.4806,95.4806,95.4806,90.2255,79680208896,7390437376,408983552,87.2071,494512128,59996160,90.2255,79680208896,7390425088,68218585088,90.2255,79680208896,7390416896,68218585088,90.2255,79680208896,7390425088,8023506944,8371621888,1946216,1607032,4,237,1535,1.2600,6.0000,1.0500,3499,0.0000,0.0000,0.0000,0.0167,2.8657,0.0000,3.1495,93.8864,4294963200,100.0000,4294963200,95.5955,99.7583,95.5955,95.5955,95.5955,90.7870,79680208896,6965854208,408983552,87.2071,494512128,59996160,90.7870,79680208896,6965891072,68643176448,90.7870,79680208896,6965833728,68643209216,90.7871,79680208896,6965800960,7583174656,8371621888,2883936,3566376,2,215,2426,0.2700,1.4100,0.6800,4339,78.6058,0.0000,0.3992,0.0166,4.9967,0.0000,3.4820,12.4085,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,90.9648,79680208896,6831439872,408983552,87.2071,494512128,59996160,90.9648,79680208896,6831439872,68777570304,90.9648,79680208896,6831439872,68777562112,90.9648,79680208896,6831448064,7107448832,8371621888,2
